ï»¿Events_id,Stores,campaign_id,Start_date,End_date,Products,Category,base_price,promo_type,Before_promo,After_promo,incremental_revenue,incremental_sold_units,incremental_sold_units_percentage,incremental_revenue_percentage
ef95a9,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,87,298,73701.00,211,242.53,242.04
e7d681,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,66,226,55887.00,160,242.42,241.94
e7769b,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",357,1046,2590000.00,689,193.00,241.83
092c09,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,43,147,123686.50,104,241.86,241.72
70e65e,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",320,937,2319500.00,617,192.81,241.61
7e9777,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,24,82,68979.00,58,241.67,241.52
115760,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,43,147,31126.50,104,241.86,241.29
da99ec,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,54,184,132508.00,130,240.74,240.57
8a219d,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,64,218,183151.00,154,240.63,240.48
30bacd,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,42,143,102948.50,101,240.48,240.31
90b2fb,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,59,201,42499.50,142,240.68,240.11
2db607,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,40,136,97852.00,96,240.00,239.83
5a6ad7,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,45,153,110083.50,108,240.00,239.83
ef7122,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",211,614,1516000.00,403,191.00,239.49
6f3e24,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",388,1129,2787500.00,741,190.98,239.48
e17280,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,38,129,108225.50,91,239.47,239.33
6ec0eb,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",369,1073,2648500.00,704,190.79,239.25
e553f2,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,38,129,31785.50,91,239.47,238.99
6ed2f5,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,84,285,70207.50,201,239.29,238.80
33da9a,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,54,183,131488.50,129,238.89,238.72
333b7d,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,49,166,139147.00,117,238.78,238.63
a26e60,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,36,122,30039.00,86,238.89,238.40
ce3c11,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,52,176,126392.00,124,238.46,238.30
8c13bb,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,47,159,133200.50,112,238.30,238.16
1fa488,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,31,105,22147.50,74,238.71,238.15
e5db3d,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,29,98,82061.00,69,237.93,237.79
d0356d,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,45,152,127254.00,107,237.78,237.64
951bda,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,63,213,44893.50,150,238.10,237.53
fc7056,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,40,135,112982.50,95,237.50,237.36
f940cf,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,77,260,63920.00,183,237.66,237.18
fa1dd3,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",127,367,903500.00,240,188.98,237.14
e98f37,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,43,145,121307.50,102,237.21,237.07
6b74c8,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",379,1095,2695500.00,716,188.92,237.07
ffb109,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",204,589,1449500.00,385,188.73,236.85
c3c9e3,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",301,869,2138500.00,568,188.70,236.82
48d526,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",115,332,817000.00,217,188.70,236.81
f8e037,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,52,175,146282.50,123,236.54,236.40
eb967c,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",133,383,941500.00,250,187.97,235.96
cf6323,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",190,547,1344500.00,357,187.89,235.88
879d9a,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",318,915,2248500.00,597,187.74,235.69
1ed982,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,75,252,61824.00,177,236.00,235.52
74d23a,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,75,252,52974.00,177,236.00,235.44
7d9576,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",120,345,847500.00,225,187.50,235.42
fe3560,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,73,245,60077.50,172,235.62,235.14
e74698,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,43,144,102948.00,101,234.88,234.72
6a7668,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",112,321,787500.00,209,186.61,234.38
9c2c14,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,29,97,69311.50,68,234.48,234.32
902903,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,49,164,40168.00,115,234.69,234.22
cf0ccd,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,35,117,97521.50,82,234.29,234.15
53089f,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,26,87,18256.50,61,234.62,234.06
ba86f4,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,61,204,49948.00,143,234.43,233.95
6c43b6,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,29,97,20351.50,68,234.48,233.93
6b0ee6,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,47,157,32921.50,110,234.04,233.49
e7bdad,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,24,80,57080.00,56,233.33,233.17
5.00E+300,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,24,80,57080.00,56,233.33,233.17
35418e,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,21,70,49945.00,49,233.33,233.17
b76f57,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,66,220,53790.00,154,233.33,232.86
4fe9ba,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,45,150,31425.00,105,233.33,232.78
14f1e9,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,49,163,135578.50,114,232.65,232.51
2b0a40,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,82,273,66713.50,191,232.93,232.45
bb83e5,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,40,133,110603.50,93,232.50,232.36
37cb7c,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,61,203,49598.50,142,232.79,232.31
17d5c1,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,52,173,42263.50,121,232.69,232.22
c6bf42,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,52,173,36213.50,121,232.69,232.14
b2270b,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,52,173,36213.50,121,232.69,232.14
886ef2,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,22,73,60653.50,51,231.82,231.68
8cee6d,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,22,73,51983.50,51,231.82,231.66
62775f,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,59,196,41002.00,137,232.20,231.65
349c73,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,57,189,134545.50,132,231.58,231.42
d88318,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,45,149,123685.50,104,231.11,230.97
342d35,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,29,96,79682.00,67,231.03,230.90
06c981,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,42,139,98870.50,97,230.95,230.79
e23132,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,26,86,71357.00,60,230.77,230.63
380c68,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,29,96,20052.00,67,231.03,230.48
71a7a0,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,59,195,138622.50,136,230.51,230.35
61b929,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,33,109,77465.50,76,230.30,230.14
60170c,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,63,208,172446.00,145,230.16,230.02
323aee,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,36,119,24840.50,83,230.56,230.00
e2a523,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,59,195,40702.50,136,230.51,229.96
a298bc,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,33,109,22745.50,76,230.30,229.75
fa0c0c,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,40,132,32134.00,92,230.00,229.53
4888d5,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,70,231,48184.50,161,230.00,229.45
20d916,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,57,188,39206.00,131,229.82,229.27
0c0339,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,64,211,43994.50,147,229.69,229.14
675714,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,61,201,48899.50,140,229.51,229.04
e2c5f7,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,31,102,84439.00,71,229.03,228.89
f94f2f,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,28,92,76114.00,64,228.57,228.43
e7bb4f,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,45,148,35976.00,103,228.89,228.42
4cd232,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,28,92,65234.00,64,228.57,228.41
43feca,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,56,184,44708.00,128,228.57,228.10
11178a,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,36,118,24541.00,82,227.78,227.23
608271,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",122,342,831000.00,220,180.33,227.05
95f061,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",160,443,1070500.00,283,176.88,223.02
802b3c,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",369,1007,2417500.00,638,172.90,218.38
e2f6b2,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",316,859,2058500.00,543,171.84,217.14
3bc352,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,54,170,34715.00,116,214.81,214.29
361cfb,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,22,69,47905.50,47,213.64,213.48
be3489,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,38,119,82560.50,81,213.16,213.00
ca7298,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",85,228,543000.00,143,168.24,212.94
35e1c7,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,54,169,117215.50,115,212.96,212.81
4ca50a,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,50,156,126062.00,106,212.00,211.87
555fcd,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,57,178,42261.00,121,212.28,211.83
652101,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,61,189,38305.50,128,209.84,209.32
d91475,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,61,189,38305.50,128,209.84,209.32
ca1e8f,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,54,167,134386.50,113,209.26,209.13
e96e9d,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",362,959,2270500.00,597,164.92,209.07
d1e51d,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,42,130,26335.00,88,209.52,209.01
aa54a7,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,91,281,66359.50,190,208.79,208.35
bf33ae,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,59,182,125369.00,123,208.47,208.32
627200,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,36,111,76444.50,75,208.33,208.18
a37f93,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,38,117,80521.50,79,207.89,207.74
7d89b1,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,45,138,110601.00,93,206.67,206.54
efd0d2,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",486,1273,2997500.00,787,161.93,205.59
ff18f2,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",260,681,1603500.00,421,161.92,205.58
1f0eaf,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",147,385,906500.00,238,161.90,205.56
89bbca,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,42,128,30036.00,86,204.76,204.33
380a4f,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,45,137,109411.50,92,204.44,204.32
85e08f,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,50,152,121304.00,102,204.00,203.87
c7f28c,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",144,374,877000.00,230,159.72,203.01
873333,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",196,509,1193500.00,313,159.69,202.98
4f7c26,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",316,818,1915000.00,502,158.86,202.00
0690d9,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",418,1082,2533000.00,664,158.85,201.99
7d3d63,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,68,205,47847.50,137,201.47,201.04
b8269b,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,77,232,54134.00,155,201.30,200.87
3080c6,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,38,114,77463.00,76,200.00,199.85
335090,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",262,673,1569500.00,411,156.87,199.68
4ff977,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",292,750,1749000.00,458,156.85,199.66
6aae63,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,63,189,44005.50,126,200.00,199.57
b94bda,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,56,168,39116.00,112,200.00,199.57
3af058,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,36,108,21546.00,72,200.00,199.50
a55960,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,50,149,117735.50,99,198.00,197.87
4aa7ef,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,59,176,35012.00,117,198.31,197.81
7bdc1e,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,50,149,29625.50,99,198.00,197.50
e8aca2,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,40,119,93950.50,79,197.50,197.38
d2dc77,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,40,119,27590.50,79,197.50,197.08
0eb526,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,38,113,22443.50,75,197.37,196.87
6bbadf,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,43,127,85616.50,84,195.35,195.20
5.80E+27,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,73,215,42492.50,142,194.52,194.03
4f75fe,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,42,123,96328.50,81,192.86,192.73
04f19c,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,50,146,114167.00,96,192.00,191.88
34a266,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,24,70,54705.00,46,191.67,191.54
f46036,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,61,178,40861.00,117,191.80,191.39
715baf,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,82,239,54830.50,157,191.46,191.05
7b1d41,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,43,125,83577.50,82,190.70,190.56
c5f80e,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,43,125,83577.50,82,190.70,190.56
8fecef,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,"Home Care",300,BOGOF,75,217,42491.50,142,189.33,188.85
8f25a6,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",126,302,679000.00,176,139.68,179.63
268ca2,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",63,151,339500.00,88,139.68,179.63
d3d442,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",166,396,888000.00,230,138.55,178.31
99ce6a,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,250,687,87056.50,437,174.80,174.11
84dbe3,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,"Home Care",300,BOGOF,51,140,26630.00,89,174.51,174.05
4692bf,Mangalore,Sankranti,10-01-2024,16-01-2024,"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,267,731,171314.50,464,173.78,173.41
86206,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,102,279,180400.50,177,173.53,173.40
8724c8,Coimbatore,Sankranti,10-01-2024,16-01-2024,"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,363,990,231495.00,627,172.73,172.36
a9ee19,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,58,158,118921.00,100,172.41,172.30
d61f6f,Hyderabad,Sankranti,10-01-2024,16-01-2024,"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,331,903,113948.50,572,172.81,172.13
8b1147,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",73,170,376000.00,97,132.88,171.69
11578,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,87,236,151862.00,149,171.26,171.13
fd4e7e,Coimbatore,Sankranti,10-01-2024,16-01-2024,"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,336,913,114943.50,577,171.73,171.05
316cd1,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,"Home Care",300,BOGOF,45,122,23039.00,77,171.11,170.66
221da2,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",91,211,465500.00,120,131.87,170.51
9d9a6c,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",82,190,419000.00,108,131.71,170.33
04da18,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,223,604,75898.00,381,170.85,170.17
e2c229,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",54,125,275500.00,71,131.48,170.06
32efe6,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,30,81,60649.50,51,170.00,169.89
